Customer_ID,Customer_Name,Gender,Age,Customer_Segment,Purchase_Date,Product_Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Sales_Channel,Region,Weekday,Month,Quarter,Year,Cost_Price,Revenue,Profit,Margin
f5e5f9fb,Emily Allen,Female,29,New,11-01-2024,Electronics,5,4577,22885,Wallet,In-Store,East,Thursday,1,1,2024,3681,22887,4480,0.2
bcf1cf30,Matthew Bishop,Male,59,Regular,27-12-2024,Books,5,3552,17760,Wallet,Online,South,Friday,12,4,2024,3161,17761,1956,0.11
d7aad80b,Alexandra Vaughan,Other,60,New,29-05-2024,Books,9,3114,28026,Debit Card,App,South,Wednesday,5,2,2024,2765,28022,3133,0.11
804a121e,Karen Higgins,Female,43,Regular,01-10-2023,Beauty,6,1551,9306,Debit Card,In-Store,East,Sunday,10,4,2023,1172,9308,2276,0.24
2d166006,Daniel May,Other,63,Regular,03-04-2025,Books,8,3434,27472,UPI,App,East,Thursday,4,2,2025,3075,27471,2873,0.1
d96c7ad2,Paul Barber,Male,47,Premium,10-01-2025,Home Appliances,1,2063,2063,Cash,App,South,Friday,1,1,2025,1631,2063,432,0.21
6a62b8d6,Patricia Lewis,Male,49,Regular,19-07-2024,Sports,7,4043,28301,UPI,App,East,Friday,7,3,2024,3261,28299,5471,0.19
e1f2656d,Deborah Campbell,Other,61,Regular,01-01-2025,Clothing,6,1116,6696,Credit Card,App,North,Wednesday,1,1,2025,911,6698,1233,0.18
c18f1306,Elizabeth Greene,Male,23,Premium,18-01-2024,Clothing,5,2842,14210,Credit Card,App,West,Thursday,1,1,2024,1969,14211,4366,0.31
83d6cd4d,Meredith Sanchez,Other,20,Premium,01-09-2023,Sports,9,1146,10314,Cash,In-Store,South,Friday,9,3,2023,972,10315,1567,0.15
81c34d9a,Robin Hill,Other,64,New,09-02-2025,Home Appliances,7,4050,28350,Wallet,Online,South,Sunday,2,1,2025,3348,28352,4917,0.17
34798c6d,Richard Barker,Other,42,Premium,28-10-2023,Books,3,3268,9804,UPI,In-Store,North,Saturday,10,4,2023,2120,9803,3443,0.35
8a9a017b,Thomas Gray,Female,58,New,12-05-2024,Electronics,4,1068,4272,Wallet,Online,West,Sunday,5,2,2024,830,4271,952,0.22
3d57696d,William Reeves,Male,26,Regular,24-10-2024,Sports,3,3960,11880,Wallet,App,South,Thursday,10,4,2024,2750,11881,3632,0.31
c7cef952,Jonathan Jensen,Female,50,New,09-01-2025,Electronics,10,1552,15520,Credit Card,In-Store,North,Thursday,1,1,2025,959,15518,5930,0.38
b5b2381d,Kelsey Boone,Other,38,New,15-08-2024,Books,5,4053,20265,Wallet,App,North,Thursday,8,3,2024,3641,20265,2060,0.1
e337aab1,Michael Dunn,Female,60,Premium,23-03-2025,Electronics,2,2707,5414,Cash,Online,West,Sunday,3,1,2025,1670,5414,2074,0.38
03ea7a27,Donna Young,Female,61,Regular,18-09-2024,Home Appliances,5,1613,8065,UPI,App,West,Wednesday,9,3,2024,1208,8066,2026,0.25
de62422a,Kayla Douglas,Male,46,Regular,07-02-2024,Groceries,9,1785,16065,Cash,Online,North,Wednesday,2,1,2024,1352,16068,3899,0.24
5b1f52a6,Zachary Gibson,Female,55,Regular,08-07-2024,Groceries,4,1889,7556,Cash,In-Store,East,Monday,7,3,2024,1647,7555,966,0.13
e3430471,Jorge Weaver,Other,36,New,01-03-2024,Sports,10,3616,36160,Wallet,App,East,Friday,3,1,2024,2786,36156,8292,0.23
f82bf533,Christopher Bush,Male,30,Regular,05-12-2024,Books,5,2299,11495,Cash,Online,West,Thursday,12,4,2024,1793,11495,2532,0.22
5c4353f7,Jake Johnson,Female,24,Premium,03-02-2024,Home Appliances,4,2563,10252,Credit Card,App,East,Saturday,2,1,2024,1902,10253,2646,0.26
b03fdba7,Dr. Robert Mccormick II,Female,44,Regular,16-10-2024,Beauty,4,4144,16576,Debit Card,App,West,Wednesday,10,4,2024,2525,16577,6477,0.39
fc1ee6f3,Melinda Powell,Male,29,Premium,22-03-2025,Home Appliances,7,3487,24409,Cash,In-Store,South,Saturday,3,1,2025,2569,24406,6426,0.26
8109b5a1,Ms. Rachel Scott,Female,42,Regular,02-03-2024,Clothing,2,1983,3966,Credit Card,In-Store,West,Saturday,3,1,2024,1516,3967,935,0.24
6c939ee7,Julie Trevino,Other,19,New,23-04-2025,Sports,6,4839,29034,UPI,App,South,Wednesday,4,2,2025,4034,29034,4831,0.17
36040847,Robert Coleman,Female,41,New,16-11-2023,Books,9,4169,37521,UPI,In-Store,North,Thursday,11,4,2023,2565,37518,14435,0.38
2ca3a822,Dr. Jason Oneal,Female,18,Premium,30-11-2024,Clothing,3,3654,10962,Debit Card,In-Store,West,Saturday,11,4,2024,2888,10962,2297,0.21
2b8eba1d,Caitlin Turner,Female,21,Premium,29-08-2023,Books,2,1832,3664,Cash,In-Store,East,Tuesday,8,3,2023,1609,3665,448,0.12
39a081c0,Jeremy Velez,Other,27,New,30-10-2023,Groceries,1,3523,3523,UPI,App,West,Monday,10,4,2023,2750,3523,773,0.22
68753546,Kevin Gay,Other,34,Regular,04-08-2023,Beauty,5,1832,9160,Credit Card,In-Store,South,Friday,8,3,2023,1609,9160,1115,0.12
8d78b6ee,Madison Robertson,Female,22,New,09-07-2024,Electronics,9,1201,10809,Credit Card,In-Store,East,Tuesday,7,3,2024,1067,10808,1204,0.11
71480f52,Lisa Garcia,Other,31,New,24-10-2023,Sports,5,3148,15740,Debit Card,Online,North,Tuesday,10,4,2023,2235,15739,4566,0.29
9506165c,Tammy Rollins,Male,61,Regular,26-08-2024,Beauty,8,1160,9280,Credit Card,App,West,Monday,8,3,2024,831,9280,2634,0.28
fa8a09fe,Daniel Rosario,Other,49,Premium,13-07-2024,Books,5,1742,8710,Debit Card,App,South,Saturday,7,3,2024,1287,8708,2274,0.26
9c5e4c66,Kyle Valdez,Female,33,Premium,13-10-2024,Clothing,3,1466,4398,Credit Card,App,North,Sunday,10,4,2024,1115,4397,1052,0.24
4bcc3a1a,Adrian Moore,Male,48,Regular,12-04-2024,Groceries,3,439,1317,UPI,In-Store,West,Friday,4,2,2024,379,1317,180,0.14
6976714b,Heidi Oneal,Other,37,New,01-09-2024,Sports,5,4574,22870,Credit Card,App,North,Sunday,9,3,2024,3236,22869,6691,0.29
d7e7ba25,Jesus Edwards,Male,58,Regular,28-07-2024,Books,8,848,6784,Wallet,Online,South,Sunday,7,3,2024,528,6784,2561,0.38
2e3b175f,Carla Buck,Male,32,Regular,28-12-2024,Beauty,9,4677,42093,Credit Card,In-Store,North,Saturday,12,4,2024,3144,42091,13793,0.33
75952ed4,Michael Tucker,Female,28,Regular,12-01-2025,Beauty,10,3554,35540,Credit Card,App,South,Sunday,1,1,2025,2356,35539,11976,0.34
0bde2d87,Heather Park,Male,41,Premium,22-07-2024,Groceries,2,4812,9624,Wallet,Online,West,Monday,7,3,2024,3213,9624,3199,0.33
10afd289,Daniel Ferguson,Other,55,Regular,20-01-2024,Sports,10,4433,44330,UPI,App,North,Saturday,1,1,2024,3652,44328,7810,0.18
005ac09b,Joanne Garcia,Female,39,Regular,09-05-2025,Home Appliances,10,3535,35350,Debit Card,In-Store,East,Friday,5,2,2025,2804,35349,7305,0.21
bdd0917d,Danielle Jefferson,Female,33,Regular,05-09-2023,Home Appliances,8,251,2008,Cash,App,West,Tuesday,9,3,2023,218,2008,265,0.13
21fb694d,Paul Carrillo,Female,25,Regular,23-05-2023,Electronics,6,4999,29994,Wallet,Online,West,Tuesday,5,2,2023,4184,29991,4887,0.16
b991debf,Gary Williams,Male,63,Regular,08-08-2024,Beauty,1,2363,2363,Cash,App,East,Thursday,8,3,2024,1915,2363,447,0.19
e333f4e5,Mackenzie Aguilar,Other,65,New,11-10-2023,Books,4,1685,6740,Debit Card,In-Store,South,Wednesday,10,4,2023,1062,6738,2491,0.37
c2ca6208,Aaron Rollins,Other,46,Regular,04-12-2024,Beauty,9,3644,32796,Wallet,App,West,Wednesday,12,4,2024,3093,32799,4964,0.15
2f45583a,Michael Johnson,Male,20,New,06-06-2024,Beauty,2,4784,9568,Cash,App,East,Thursday,6,2,2024,3743,9568,2082,0.22
da4863c8,Ryan Wilson,Male,18,Regular,27-10-2024,Groceries,2,2176,4352,Debit Card,Online,North,Sunday,10,4,2024,1306,4353,1741,0.4
e2a5eee0,Stephen Tanner,Male,58,Regular,06-11-2024,Sports,8,351,2808,Cash,Online,East,Wednesday,11,4,2024,247,2807,832,0.3
f78adc66,Courtney Davis,Female,37,Regular,06-03-2025,Clothing,1,2682,2682,Wallet,App,South,Thursday,3,1,2025,1827,2682,855,0.32
2cbf66f9,Matthew Macias,Other,51,Premium,24-10-2023,Sports,7,1098,7686,Cash,In-Store,North,Tuesday,10,4,2023,979,7689,838,0.11
1.56E+07,Robert Shepard,Male,27,New,14-12-2023,Sports,10,2338,23380,Wallet,App,West,Thursday,12,4,2023,2038,23377,2998,0.13
32ffee77,Tracey Wilcox,Other,31,Premium,23-09-2024,Beauty,3,4535,13605,Wallet,App,South,Monday,9,3,2024,3747,13606,2366,0.17
e25febf2,Cheryl Prince,Other,22,Premium,14-04-2025,Electronics,1,2150,2150,Debit Card,App,West,Monday,4,2,2025,1505,2150,645,0.3
b0343737,Paul Bennett,Female,28,Premium,01-11-2023,Books,1,3331,3331,Credit Card,In-Store,East,Wednesday,11,4,2023,2460,3331,871,0.26
0e63c19a,Joy Mills,Male,19,Regular,13-12-2024,Home Appliances,8,3953,31624,Debit Card,App,East,Friday,12,4,2024,3013,31628,7523,0.24
755b186b,Roger Washington,Other,54,New,29-11-2023,Groceries,5,3818,19090,UPI,In-Store,East,Wednesday,11,4,2023,2940,19091,4391,0.23
3b95e9e9,James Barker,Female,52,Premium,22-05-2023,Books,10,4786,47860,Wallet,App,East,Monday,5,2,2023,3323,47856,14627,0.31
43b4ecca,Garrett Anderson,Female,47,New,04-01-2024,Electronics,9,2602,23418,UPI,Online,East,Thursday,1,1,2024,1955,23417,5825,0.25
f6751de8,Jennifer Smith,Male,28,Premium,18-03-2025,Home Appliances,7,1808,12656,Debit Card,App,North,Tuesday,3,1,2025,1130,12654,4747,0.38
4198673b,James Aguilar,Female,20,Regular,28-02-2025,Groceries,9,2465,22185,UPI,In-Store,East,Friday,2,1,2025,2029,22182,3921,0.18
2b9ab3ba,Gregory Washington,Male,28,New,12-11-2024,Books,3,3655,10965,Cash,Online,West,Tuesday,11,4,2024,3196,10964,1377,0.13
8146578,Jacob Carter,Other,40,Premium,30-09-2024,Beauty,3,4782,14346,Cash,App,East,Monday,9,3,2024,4105,14347,2033,0.14
22150b18,Caroline Mitchell,Other,37,New,02-12-2023,Books,5,4051,20255,Credit Card,In-Store,East,Saturday,12,4,2023,2946,20257,5527,0.27
2.90E+12,Gregory Johnson,Male,55,Premium,23-05-2023,Books,9,4101,36909,Credit Card,App,East,Tuesday,5,2,2023,3415,36907,6170,0.17
c98f789a,Brianna Rodgers,Female,63,Premium,25-08-2024,Sports,9,4970,44730,Cash,In-Store,South,Sunday,8,3,2024,4386,44731,5254,0.12
f8ea3a3d,Victoria Bartlett,Male,49,Premium,06-01-2024,Sports,10,3500,35000,UPI,In-Store,East,Saturday,1,1,2024,2257,35003,12430,0.36
9c9d96a6,Richard Osborne,Female,51,Regular,01-12-2024,Beauty,4,2566,10264,UPI,In-Store,West,Sunday,12,4,2024,2190,10265,1505,0.15
ff7cb68e,Christopher Mcknight,Male,25,Regular,14-10-2023,Sports,7,2917,20419,Debit Card,App,South,Saturday,10,4,2023,2558,20419,2513,0.12
a5833494,Mrs. Tammy Hicks PhD,Female,18,Premium,31-10-2023,Sports,9,1598,14382,UPI,In-Store,North,Tuesday,10,4,2023,1436,14384,1458,0.1
b7549e11,John Patel,Other,32,New,22-05-2023,Clothing,7,2444,17108,Wallet,App,East,Monday,5,2,2023,1619,17109,5775,0.34
fb3279f4,Jacob Harrington,Female,54,New,10-07-2023,Electronics,7,3941,27587,UPI,App,North,Monday,7,3,2023,3433,27584,3554,0.13
79ba48bb,Lauren Collins,Female,18,Premium,03-06-2023,Beauty,4,3707,14828,Wallet,App,West,Saturday,6,2,2023,3116,14827,2365,0.16
556aa6fc,Antonio Fritz,Female,59,Regular,11-02-2024,Clothing,8,1989,15912,Credit Card,Online,North,Sunday,2,1,2024,1532,15915,3657,0.23
fb01669d,Lori Dillon,Other,52,Regular,01-02-2024,Electronics,5,4887,24435,Cash,Online,South,Thursday,2,1,2024,3393,24434,7470,0.31
e7838c50,Donald Powell,Female,22,New,28-07-2023,Sports,3,1715,5145,Credit Card,App,West,Friday,7,3,2023,1323,5145,1175,0.23
1128250c,Melissa Chavez,Male,32,Premium,29-10-2023,Beauty,10,4314,43140,UPI,In-Store,West,Sunday,10,4,2023,3239,43141,10748,0.25
a9fe50ad,Jennifer Moore,Female,21,New,22-10-2024,Sports,5,3019,15095,Cash,In-Store,West,Tuesday,10,4,2024,2628,15097,1956,0.13
74eb25e4,Jennifer Ramirez,Female,27,Premium,22-11-2023,Beauty,5,2038,10190,UPI,In-Store,East,Wednesday,11,4,2023,1259,10188,3894,0.38
37386f50,Anna Thompson,Male,30,New,14-08-2024,Sports,4,1435,5740,Wallet,In-Store,North,Wednesday,8,3,2024,1151,5739,1135,0.2
5c5fd010,Ariel Lopez,Other,57,Regular,06-03-2024,Groceries,8,1294,10352,Wallet,App,North,Wednesday,3,1,2024,1008,10354,2290,0.22
3302e20d,Christine Ramirez,Female,47,Regular,15-09-2023,Clothing,3,1161,3483,Cash,In-Store,North,Friday,9,3,2023,744,3482,1249,0.36
580955b5,Victoria Morgan,Other,25,New,25-08-2023,Home Appliances,9,4510,40590,UPI,App,West,Friday,8,3,2023,3221,40591,11598,0.29
e2cab6ba,Johnny Carpenter,Other,64,Regular,18-07-2024,Groceries,10,727,7270,Cash,App,South,Thursday,7,3,2024,603,7268,1233,0.17
afbb5b74,Heather Tapia,Female,27,New,14-03-2025,Electronics,2,4178,8356,Debit Card,In-Store,South,Friday,3,1,2025,3198,8355,1959,0.23
7a91c497,Kelli King,Male,37,New,14-04-2025,Beauty,7,3875,27125,Wallet,Online,West,Monday,4,2,2025,3406,27127,3286,0.12
c9509da6,John Parker,Other,35,Regular,04-02-2024,Clothing,4,3158,12632,Cash,Online,South,Sunday,2,1,2024,2545,12633,2454,0.19
f83fec85,Audrey Fitzpatrick,Other,18,Premium,27-07-2023,Groceries,6,2937,17622,Debit Card,App,South,Thursday,7,3,2023,1886,17622,6306,0.36
021155d5,Matthew Clark,Male,42,New,12-10-2024,Home Appliances,4,982,3928,Wallet,Online,West,Saturday,10,4,2024,610,3927,1487,0.38
680a464d,Jonathan Morales,Male,39,Regular,20-08-2024,Groceries,3,1780,5340,Debit Card,In-Store,South,Tuesday,8,3,2024,1360,5340,1261,0.24
068fb728,Marcus Rasmussen,Other,50,Premium,01-03-2024,Books,7,1991,13937,UPI,Online,West,Friday,3,1,2024,1789,13939,1416,0.1
f385850d,Julie Payne,Male,59,Regular,31-03-2024,Electronics,9,4225,38025,Credit Card,App,South,Sunday,3,1,2024,3665,38022,5036,0.13
0fa67365,Kerri Smith,Female,51,Premium,27-04-2024,Clothing,10,695,6950,Debit Card,In-Store,South,Saturday,4,2,2024,619,6946,760,0.11
06bcdd80,Andrew Hoffman,Female,34,Premium,09-09-2024,Sports,1,2772,2772,Debit Card,App,West,Monday,9,3,2024,1940,2772,832,0.3
7797b1f9,Brandy Hughes,Other,60,Premium,24-06-2024,Clothing,10,3733,37330,Cash,App,North,Monday,6,2,2024,3248,37330,4851,0.13
27742fbb,Alex Swanson,Male,55,Regular,23-08-2024,Sports,1,4404,4404,Wallet,App,South,Friday,8,3,2024,3097,4404,1307,0.3
1ea8eb2c,Ronnie Norman,Other,38,Premium,26-12-2023,Clothing,2,4945,9890,Cash,App,East,Tuesday,12,4,2023,4411,9891,1068,0.11
4419e562,Christopher Jones,Other,26,Regular,13-04-2025,Beauty,1,891,891,Debit Card,In-Store,West,Sunday,4,2,2025,545,891,346,0.39
7930478c,Ryan Burton,Other,32,Regular,02-09-2024,Groceries,9,1922,17298,Credit Card,In-Store,East,Monday,9,3,2024,1323,17296,5390,0.31
95f9b985,Michael Johnson,Female,57,Regular,27-07-2024,Sports,8,4440,35520,Wallet,Online,South,Saturday,7,3,2024,3703,35522,5900,0.17
8396e78a,Michael Johnson,Male,22,New,03-12-2024,Books,2,3073,6146,Wallet,In-Store,South,Tuesday,12,4,2024,2259,6147,1628,0.26
5a2073d2,Larry Holland,Female,28,Regular,01-05-2025,Beauty,3,945,2835,UPI,Online,East,Thursday,5,2,2025,634,2834,930,0.33
9f77887b,Willie Williams,Female,48,New,06-11-2023,Clothing,4,3446,13784,Cash,Online,North,Monday,11,4,2023,2277,13784,4676,0.34
8.65E+09,Debra Little,Other,32,Premium,13-12-2023,Books,3,3970,11910,UPI,Online,East,Wednesday,12,4,2023,3068,11910,2706,0.23
5e463d5d,Jack Ferrell,Other,20,Premium,14-01-2024,Books,9,4566,41094,Debit Card,In-Store,South,Sunday,1,1,2024,3947,41094,5571,0.14
399c659d,Jeremy Armstrong,Other,20,Premium,20-06-2023,Clothing,9,797,7173,Cash,App,North,Tuesday,6,2,2023,640,7177,1414,0.2
e9e62ec1,Shannon Alexander,Other,54,New,26-12-2024,Books,5,3577,17885,Wallet,In-Store,East,Thursday,12,4,2024,2281,17886,6480,0.36
5dc8acfa,Kathleen Meyer,Other,65,Premium,27-04-2025,Electronics,3,4738,14214,Debit Card,App,South,Sunday,4,2,2025,2885,14213,5557,0.39
cc5c9567,Daniel Cooper,Male,65,Premium,03-11-2023,Electronics,2,3086,6172,Wallet,Online,South,Friday,11,4,2023,2160,6172,1851,0.3
84cefe80,Michelle Erickson,Male,26,New,17-10-2023,Books,1,2525,2525,Debit Card,In-Store,East,Tuesday,10,4,2023,2123,2525,401,0.16
54654a4f,Paul Mendez,Female,18,New,20-08-2023,Sports,3,480,1440,Debit Card,Online,East,Sunday,8,3,2023,431,1440,148,0.1
5ac5467a,Alexander Anderson,Female,43,Premium,06-03-2025,Sports,10,2728,27280,Wallet,Online,West,Thursday,3,1,2025,2041,27284,6874,0.25
ddaff719,Heidi Everett,Male,20,New,16-04-2024,Books,4,3372,13488,Debit Card,Online,North,Tuesday,4,2,2024,2630,13487,2968,0.22
4601cb31,Julian Martin,Other,50,Regular,04-05-2024,Home Appliances,5,3481,17405,Credit Card,In-Store,West,Saturday,5,2,2024,2389,17406,5459,0.31
0a6cda6a,Patricia Nash,Female,65,Premium,29-11-2023,Groceries,8,1372,10976,Credit Card,In-Store,East,Wednesday,11,4,2023,1043,10977,2634,0.24
731afb67,Tommy Smith,Female,50,Premium,04-09-2023,Groceries,5,2778,13890,Debit Card,App,East,Monday,9,3,2023,2396,13889,1909,0.14
2e3dfad8,Adam Wagner,Male,28,Premium,04-02-2024,Beauty,2,1526,3052,Cash,App,North,Sunday,2,1,2024,1056,3053,941,0.31
6e9e7c22,John Stewart,Male,46,New,19-06-2023,Clothing,4,4227,16908,Wallet,In-Store,East,Monday,6,2,2023,3596,16909,2524,0.15
1a559a58,James Munoz,Male,27,Regular,04-05-2025,Groceries,2,3505,7010,Credit Card,Online,South,Sunday,5,2,2025,3101,7011,809,0.12
646cf03f,Nathan Gonzalez,Female,46,Regular,21-09-2024,Home Appliances,2,1670,3340,Debit Card,In-Store,East,Saturday,9,3,2024,1090,3340,1160,0.35
dc19520d,Edwin Hudson,Other,50,Regular,16-06-2024,Beauty,3,678,2034,Wallet,App,South,Sunday,6,2,2024,527,2034,454,0.22
91f44a8a,Robin Hicks,Male,60,Premium,27-06-2024,Books,3,1243,3729,Credit Card,Online,West,Thursday,6,2,2024,1039,3728,611,0.16
15af1642,Keith Pena,Other,44,Regular,28-02-2025,Sports,10,4417,44170,Debit Card,App,West,Friday,2,1,2025,3971,44171,4461,0.1
c8bd2d43,Kathleen Long,Female,36,New,15-01-2024,Books,6,4078,24468,Cash,App,West,Monday,1,1,2024,2761,24465,7902,0.32
dff655ec,Eric Harper,Female,55,Premium,07-05-2024,Electronics,5,4535,22675,Debit Card,In-Store,South,Tuesday,5,2,2024,3956,22676,2896,0.13
ceb7b170,Alexander Lewis,Other,37,Premium,15-04-2024,Books,7,2281,15967,Credit Card,In-Store,East,Monday,4,2,2024,1873,15968,2858,0.18
7ef62bde,Jennifer Howard,Female,39,Premium,11-12-2024,Sports,7,3403,23821,Credit Card,App,West,Wednesday,12,4,2024,2175,23821,8597,0.36
4d75cbb7,Eric Bond,Female,23,Premium,28-09-2024,Home Appliances,9,2331,20979,Credit Card,App,West,Saturday,9,3,2024,1422,20979,8177,0.39
3082bb7d,Mrs. Tara Roy,Male,48,New,06-04-2025,Clothing,5,3448,17240,Wallet,In-Store,West,Sunday,4,2,2025,2698,17239,3748,0.22
3097c716,Collin Cohen,Male,64,Premium,22-02-2024,Clothing,1,1925,1925,Cash,App,West,Thursday,2,1,2024,1239,1925,686,0.36
58e1fe5b,David Gilbert,Male,60,New,20-05-2024,Clothing,4,1484,5936,Cash,Online,West,Monday,5,2,2024,1297,5938,748,0.13
f148ba98,William Smith,Male,45,Premium,27-01-2025,Beauty,5,1065,5325,Debit Card,App,North,Monday,1,1,2025,877,5327,942,0.18
627a1086,Jeffrey Williams,Male,39,New,07-05-2024,Electronics,10,4198,41980,Cash,App,North,Tuesday,5,2,2024,3336,41977,8615,0.21
b8c11a1f,Taylor Shields,Other,44,Regular,03-06-2024,Home Appliances,5,4743,23715,Wallet,App,North,Monday,6,2,2024,3619,23716,5620,0.24
c0b7ec01,Jon Trujillo,Male,46,Regular,23-04-2024,Electronics,4,1847,7388,Credit Card,Online,East,Tuesday,4,2,2024,1116,7388,2923,0.4
6682defb,Michael Williams,Female,52,Premium,01-06-2024,Electronics,2,262,524,UPI,In-Store,North,Saturday,6,2,2024,235,524,54,0.1
ddcbbda3,Roberta Sampson,Male,45,Regular,22-05-2023,Books,6,2422,14532,Debit Card,App,East,Monday,5,2,2023,1550,14530,5228,0.36
96862d6e,Jeremy Campbell MD,Male,57,Premium,12-03-2024,Home Appliances,8,4598,36784,Cash,Online,South,Tuesday,3,1,2024,3274,36782,10593,0.29
2b378fc2,Faith Serrano,Female,28,Premium,22-06-2024,Clothing,1,4567,4567,Debit Card,In-Store,North,Saturday,6,2,2024,3373,4567,1194,0.26
d9d604fa,Heather Tanner,Male,27,Premium,01-11-2024,Beauty,4,2255,9020,Credit Card,Online,North,Friday,11,4,2024,1992,9019,1050,0.12
c441de09,Martha Hinton,Female,64,Regular,02-05-2025,Sports,3,2504,7512,Wallet,App,East,Friday,5,2,2025,1834,7512,2011,0.27
0da3b258,Brian Reynolds,Other,35,New,07-01-2025,Clothing,5,1587,7935,Cash,In-Store,North,Tuesday,1,1,2025,1221,7935,1831,0.23
97c5ac8f,Alexandra Rubio,Other,26,Regular,31-01-2024,Books,10,3035,30350,Cash,Online,South,Wednesday,1,1,2024,2623,30353,4123,0.14
c931511a,Rose Martin,Male,63,New,25-02-2025,Sports,2,4243,8486,UPI,App,South,Tuesday,2,1,2025,2700,8486,3085,0.36
91b83211,Cristian Giles,Male,34,Premium,11-10-2024,Electronics,2,2414,4828,Wallet,App,East,Friday,10,4,2024,1827,4828,1173,0.24
332b4f65,Anthony Mcclain,Male,53,Regular,28-01-2025,Clothing,1,559,559,Credit Card,Online,West,Tuesday,1,1,2025,351,559,208,0.37
b1b95a65,Joshua Walker,Male,27,New,20-12-2023,Beauty,6,613,3678,UPI,In-Store,East,Wednesday,12,4,2023,498,3680,695,0.19
5ca38786,Julie Cervantes,Other,22,Regular,30-01-2025,Electronics,8,245,1960,Debit Card,App,East,Thursday,1,1,2025,149,1961,768,0.39
c8a0ba16,Thomas Ellis,Other,25,Regular,17-06-2024,Groceries,1,1313,1313,Debit Card,App,North,Monday,6,2,2024,1054,1313,259,0.2
bf31460b,Amber Oconnor,Other,55,Premium,04-06-2024,Clothing,5,4319,21595,Credit Card,In-Store,West,Tuesday,6,2,2024,2984,21595,6675,0.31
03caabfa,Sharon Rodriguez,Female,65,Premium,13-04-2025,Beauty,7,4965,34755,Credit Card,App,North,Sunday,4,2,2025,4327,34755,4463,0.13
f7771bf7,Randall Palmer,Male,64,Regular,20-09-2023,Groceries,7,1747,12229,Wallet,In-Store,West,Wednesday,9,3,2023,1059,12230,4818,0.39
373cf362,Caroline Alvarez,Male,44,New,14-05-2024,Beauty,5,3852,19260,Credit Card,In-Store,West,Tuesday,5,2,2024,3057,19262,3977,0.21
ffa77a2d,Michelle Golden,Male,50,Premium,16-09-2023,Books,10,1965,19650,Wallet,App,West,Saturday,9,3,2023,1760,19646,2044,0.1
acf32a4e,Melissa Page,Female,58,Premium,21-12-2023,Groceries,1,2109,2109,UPI,Online,West,Thursday,12,4,2023,1722,2109,388,0.18
ec84d17a,Scott Avila,Female,27,Regular,04-07-2024,Beauty,1,730,730,Wallet,Online,North,Thursday,7,3,2024,610,730,120,0.16
2af70572,Michelle Briggs,Female,48,Regular,06-12-2023,Groceries,7,1272,8904,Wallet,Online,West,Wednesday,12,4,2023,826,8907,3127,0.35
dbfa5314,Sarah Jensen,Male,59,Regular,03-12-2024,Sports,10,4822,48220,UPI,App,North,Tuesday,12,4,2024,3790,48216,10315,0.21
b5efd899,Michael Copeland,Female,45,New,22-08-2024,Clothing,2,3234,6468,Debit Card,App,West,Thursday,8,3,2024,2660,6469,1149,0.18
129da328,Jerry Contreras,Male,19,Regular,24-04-2024,Sports,9,2729,24561,Credit Card,Online,East,Wednesday,4,2,2024,1746,24562,8848,0.36
eb26eb3e,Meagan Barnes,Female,25,New,04-08-2024,Home Appliances,8,1634,13072,Debit Card,Online,North,Sunday,8,3,2024,1188,13074,3570,0.27
0c319e58,Justin Rowe,Male,36,Premium,08-01-2024,Electronics,6,2415,14490,Cash,In-Store,West,Monday,1,1,2024,2151,14488,1583,0.11
dfb515e1,Tiffany Henderson,Male,42,Regular,20-12-2023,Home Appliances,2,1793,3586,Wallet,In-Store,North,Wednesday,12,4,2023,1213,3587,1161,0.32
11fca30f,Tabitha Lam,Female,63,Premium,07-11-2024,Groceries,10,3251,32510,Credit Card,App,West,Thursday,11,4,2024,2221,32508,10298,0.32
fa7ae554,Jason Murphy,Male,61,New,18-12-2024,Home Appliances,2,883,1766,UPI,Online,South,Wednesday,12,4,2024,602,1765,561,0.32
427d801a,Tammy Dawson,Male,65,Regular,26-02-2025,Beauty,4,4314,17256,Cash,In-Store,North,Wednesday,2,1,2025,2746,17255,6270,0.36
f019d82a,Eric Rice,Other,62,Premium,16-04-2025,Sports,9,2416,21744,UPI,In-Store,East,Wednesday,4,2,2025,2060,21747,3210,0.15
7c980a2e,Anthony Rollins,Other,65,Regular,24-04-2025,Groceries,3,2028,6084,Credit Card,In-Store,North,Thursday,4,2,2025,1223,6083,2413,0.4
805d72ad,Erin Mayer,Other,65,Regular,27-09-2023,Electronics,4,3152,12608,Debit Card,Online,North,Wednesday,9,3,2023,2650,12608,2008,0.16
178ca0e0,Janet Medina,Male,25,New,30-03-2024,Books,4,3713,14852,Credit Card,In-Store,West,Saturday,3,1,2024,3231,14853,1929,0.13
b2e9d25f,Alexa Wilson,Male,32,Regular,01-07-2024,Home Appliances,7,2221,15547,Credit Card,In-Store,West,Monday,7,3,2024,1544,15549,4738,0.3
da9f4380,Jill Miller,Male,51,Premium,11-05-2024,Beauty,6,3199,19194,Cash,Online,East,Saturday,5,2,2024,2598,19195,3607,0.19
e2694fd0,Richard Cole,Male,23,Premium,07-09-2024,Beauty,8,897,7176,Cash,Online,South,Saturday,9,3,2024,717,7173,1434,0.2
